SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-31-2017,Single Family Residential,11645 SE 49th St,Bellevue,WA,98006,800000,4,2.5,Newport Hills,2170,10050,1958,,369,,Sold,,,https://www.redfin.com/WA/Bellevue/11645-SE-49th-St-98006/home/416897,NWMLS,1107039,N,Y,47.5597513,-122.1835001
PAST SALE,May-31-2017,Single Family Residential,12520 SE 47th Pl,Bellevue,WA,98006,1200000,4,3.0,Newport Hills,2540,15643,1968,,472,,Sold,,,https://www.redfin.com/WA/Bellevue/12520-SE-47th-Pl-98006/home/415635,NWMLS,1106922,N,Y,47.5613186,-122.1731127
PAST SALE,May-31-2017,Single Family Residential,2836 102nd Pl NE,Bellevue,WA,98004,1769000,5,3.0,Bellevue,3330,7230,2010,,531,,Sold,,,https://www.redfin.com/WA/Bellevue/2836-102nd-Pl-NE-98004/home/22226237,NWMLS,1154879,N,Y,47.6355072,-122.2035816
PAST SALE,May-31-2017,Single Family Residential,1105 106th Ave SE,Bellevue,WA,98004,2150000,5,4.0,Bellevue,4440,10999,2006,,484,,Sold,,,https://www.redfin.com/WA/Bellevue/1105-106th-Ave-SE-98004/home/2059861,NWMLS,1106343,N,Y,47.6000163,-122.1984906
PAST SALE,May-31-2017,Single Family Residential,16230 NE 4th St,Bellevue,WA,98008,950000,4,2.5,Lake Hills,2368,37913,1960,,401,,Sold,,,https://www.redfin.com/WA/Bellevue/16290-NE-4th-St-98008/home/39537122,NWMLS,1100586,N,Y,47.6138554,-122.123443
PAST SALE,May-31-2017,Single Family Residential,6729 153rd Pl SE,Bellevue,WA,98006,1149900,4,2.5,Forest Ridge,3180,12861,1992,,362,21,Sold,,,https://www.redfin.com/WA/Bellevue/6729-153rd-Pl-SE-98006/home/238401,NWMLS,1107370,N,Y,47.5415231,-122.136762
PAST SALE,May-31-2017,Single Family Residential,16747 NE 23rd Pl,Bellevue,WA,98008,851000,4,2.5,Ardmore,2130,7210,1965,,400,,Sold,,,https://www.redfin.com/WA/Bellevue/16747-NE-23rd-Pl-98008/home/431731,NWMLS,1097910,N,Y,47.6306261,-122.1160066
PAST SALE,May-31-2017,Single Family Residential,3114 165th Ave SE,Bellevue,WA,98008,810000,4,3.0,Spiritridge,2360,7500,1972,,343,,Sold,,,https://www.redfin.com/WA/Bellevue/3114-165th-Ave-SE-98008/home/427983,NWMLS,1112355,N,Y,47.5817803,-122.1189224
PAST SALE,May-31-2017,Single Family Residential,17075 SE 65th Pl,Bellevue,WA,98006,2149000,5,4.5,Lakemont,5886,18265,2001,,365,67,Sold,,,https://www.redfin.com/WA/Bellevue/17075-SE-65th-Pl-98006/home/419366,NWMLS,1089623,N,Y,47.5417895,-122.1118836
PAST SALE,,Single Family Residential,13621 NE 2nd Pl,Bellevue,WA,98005,1100000,4,3.5,,3960,15215,2013,,278,,,,,https://www.redfin.com/WA/Bellevue/13621-NE-2nd-Pl-98005/home/39904432,,,N,Y,47.6124537,-122.1577689
PAST SALE,May-31-2017,Single Family Residential,4758 130th Ave SE,Bellevue,WA,98006,2100000,5,5.5,Bellevue,4550,22310,1961,,462,,Sold,,,https://www.redfin.com/WA/Bellevue/4758-130th-Ave-SE-98006/home/238207,NWMLS,1102067,N,Y,47.5601292,-122.1659997
PAST SALE,June-1-2017,Single Family Residential,456 W Lake Sammamish Pkwy NE,Bellevue,WA,98008,1251000,4,3.0,Lake Sammamish,2810,32724,1975,,445,,Sold,,,https://www.redfin.com/WA/Bellevue/456-W-Lake-Sammamish-Pkwy-NE-98008/home/326778,NWMLS,1109719,N,Y,47.6137717,-122.1049553
PAST SALE,June-1-2017,Single Family Residential,1023 160th Ave SE,Bellevue,WA,98008,685000,4,2.0,Microsoft,1940,9148,1961,,353,,Sold,,,https://www.redfin.com/WA/Bellevue/1023-160th-Ave-SE-98008/home/426795,NWMLS,1126043,N,Y,47.6011285,-122.1266726
PAST SALE,June-1-2017,Single Family Residential,10616 Woodhaven Ln,Bellevue,WA,98004,1271000,5,2.0,Enatai,2540,8819,1954,,500,,Sold,,,https://www.redfin.com/WA/Bellevue/10616-Woodhaven-Ln-98004/home/510556,NWMLS,1113927,N,Y,47.5878316,-122.1997154
PAST SALE,June-1-2017,Single Family Residential,1012 148th Ave NE,Bellevue,WA,98007,1720000,5,4.0,Bellevue,3713,8632,2001,,463,108,Sold,,,https://www.redfin.com/WA/Bellevue/1012-148th-Ave-NE-98007/home/499983,NWMLS,1107374,N,Y,47.619173,-122.141613
PAST SALE,June-1-2017,Single Family Residential,2301 128th Ave SE,Bellevue,WA,98005,950000,5,3.0,Woodridge,2300,13775,1963,,413,,Sold,,,https://www.redfin.com/WA/Bellevue/2301-128th-Ave-SE-98005/home/509043,NWMLS,1113572,N,Y,47.5908313,-122.1699566
PAST SALE,,Single Family Residential,216 131st Ave NE,Bellevue,WA,98005,1350000,4,2.5,,2590,10920,1964,,521,,,,,https://www.redfin.com/WA/Bellevue/216-131st-Ave-NE-98005/home/508280,,,N,Y,47.6130174,-122.1645043
PAST SALE,June-1-2017,Single Family Residential,4625 136th Ave SE,Bellevue,WA,98006,1571000,4,3.5,Somerset,2970,15600,1971,,529,7,Sold,,,https://www.redfin.com/WA/Bellevue/4625-136th-Ave-SE-98006/home/240614,NWMLS,1110317,N,Y,47.5618104,-122.1597445
PAST SALE,June-1-2017,Single Family Residential,2218 153 Ave SE,Bellevue,WA,98007,752000,3,1.5,Phantom Lake,1470,10800,1955,,512,,Sold,,,https://www.redfin.com/WA/Bellevue/2218-153rd-Ave-SE-98007/home/427549,NWMLS,1116403,N,Y,47.5901598,-122.1364647
PAST SALE,June-2-2017,Single Family Residential,11277 SE 56th Ct (L-2),Bellevue,WA,98006,1380000,4,3.0,Newport Hills,3102,5370,2017,,445,,Sold,,,https://www.redfin.com/WA/Bellevue/11277-SE-56th-Pl-98006/home/415356,NWMLS,1132328,N,Y,47.55384651440499,-122.19015156085203
PAST SALE,June-2-2017,Single Family Residential,3309 173rd Pl NE,Redmond,WA,98052,910000,4,3.0,Idylwood,1951,9623,1975,,466,,Sold,,,https://www.redfin.com/WA/Redmond/3309-173rd-Pl-NE-98052/home/502356,NWMLS,1110326,N,Y,47.6401731,-122.1100883
PAST SALE,June-2-2017,Single Family Residential,10712 NE 19th Pl,Bellevue,WA,98004,1799000,4,2.5,Downtown,2800,12966,1991,,643,,Sold,,,https://www.redfin.com/WA/Bellevue/10712-NE-19th-Pl-98004/home/506322,NWMLS,1110312,N,Y,47.6270784,-122.1966207
PAST SALE,,Single Family Residential,2720 160th Ave NE,Bellevue,WA,98008,756000,3,2.0,,1610,10057,1957,,470,,,,,https://www.redfin.com/WA/Bellevue/2720-160th-Ave-NE-98008/home/432914,,,N,Y,47.6348627,-122.1266686
PAST SALE,June-2-2017,Single Family Residential,232 110th Pl SE,Bellevue,WA,98004,1320000,4,3.0,Surrey Downs,2340,8536,1959,,564,,Sold,,,https://www.redfin.com/WA/Bellevue/232-110th-Pl-SE-98004/home/510538,NWMLS,1104973,N,Y,47.6076199,-122.1926516
PAST SALE,June-2-2017,Single Family Residential,5998 166th Ave SE,Bellevue,WA,98006,1350000,4,2.5,Lakemont,3800,12157,1995,,355,33,Sold,,,https://www.redfin.com/WA/Bellevue/5998-166th-Ave-SE-98006/home/418811,NWMLS,1113297,N,Y,47.5489003,-122.1186339
PAST SALE,June-5-2017,Single Family Residential,16455 SE 46th Ct,Bellevue,WA,98006,1410000,4,5.0,Lakemont,3810,6528,2014,,370,70,Sold,,,https://www.redfin.com/WA/Bellevue/16455-SE-46th-Ct-98006/home/55263697,NWMLS,1111479,N,Y,47.561751053618174,-122.1205339471914
PAST SALE,June-5-2017,Single Family Residential,1252 108th Ave NE,Bellevue,WA,98004,2005000,3,3.5,Downtown,2980,6881,1994,,673,350,Sold,,,https://www.redfin.com/WA/Bellevue/1252-108th-Ave-NE-98004/home/506902,NWMLS,1107730,N,Y,47.6226042,-122.1949946
PAST SALE,,Single Family Residential,17913 NE 13th Pl,Bellevue,WA,98008,675000,3,2.0,,1250,8100,1967,,540,,,,,https://www.redfin.com/WA/Bellevue/17913-NE-13th-Pl-98008/home/504141,,,N,Y,47.6213187,-122.101322
PAST SALE,June-6-2017,Single Family Residential,806 166th Ave NE,Bellevue,WA,98008,650000,3,1.0,Lochmoor,1005,8400,1959,,647,,Sold,,,https://www.redfin.com/WA/Bellevue/806-166th-Ave-NE-98008/home/499549,NWMLS,1107344,N,Y,47.6171258,-122.1187086
PAST SALE,June-6-2017,Single Family Residential,18021 NE 13th St,Bellevue,WA,98008,800000,4,2.0,Tam O'shanter,1780,8264,1965,,449,275,Sold,,,https://www.redfin.com/WA/Bellevue/18021-NE-13th-St-98008/home/502902,NWMLS,1138871,N,Y,47.6212654,-122.0988921
PAST SALE,,Single Family Residential,14624 SE 15th St,Bellevue,WA,98007,360000,3,1.5,,1250,12520,1955,,288,,,,,https://www.redfin.com/WA/Bellevue/14624-SE-15th-St-98007/home/426714,,,N,Y,47.5979008,-122.1432778
PAST SALE,June-6-2017,Single Family Residential,2300 126th Ave NE,Bellevue,WA,98005,1000000,5,3.5,Bridle Trails,3825,12208,2016,,261,,Sold,,,https://www.redfin.com/WA/Bellevue/2300-126th-Ave-NE-98005/home/22525047,NWMLS,1060537,N,Y,47.6308382,-122.1714293
