ADDRESS,URL,SOLD DATE,SOLD DATE MONTH,ZIP OR POSTAL CODE,YEAR BUILT,$/SQUARE FEET,$/SQUARE FEET Adjusted
20619 56th Ave W,https://www.redfin.com/WA/Lynnwood/20619-56th-Ave-W-98036/home/2883515,November-15-2019,November-2019,98036,2001,282,303
1231 144th Pl SW,https://www.redfin.com/WA/Lynnwood/1231-144th-Pl-SW-98087/home/169144344,November-15-2019,November-2019,98087,2019,294,297
5729 178th St,https://www.redfin.com/WA/Lynnwood/5729-178th-St-SW-98037/home/2712601,November-15-2019,November-2019,98037,1958,404,468
16524 6th Ave W,https://www.redfin.com/WA/Lynnwood/16524-6th-Ave-W-98037/home/2715815,November-18-2019,November-2019,98037,1925,340,437
19228 8th Ave W,https://www.redfin.com/WA/Lynnwood/19228-8th-Ave-W-98036/home/169416503,November-18-2019,November-2019,98036,2019,274,277
707 153rd St SW,https://www.redfin.com/WA/Lynnwood/707-153rd-St-SW-98087/home/112744688,November-18-2019,November-2019,98087,2016,258,264
16736 76th Ave W,https://www.redfin.com/WA/Edmonds/16736-76th-Ave-W-98026/home/2790754,November-19-2019,November-2019,98026,1985,226,263
13719 26th Pl W,https://www.redfin.com/WA/Lynnwood/13719-26th-Pl-W-98087/home/160776641,November-19-2019,November-2019,98087,2019,214,217
6304 189th Pl SW,https://www.redfin.com/WA/Lynnwood/6304-189th-Pl-SW-98036/home/2730502,November-20-2019,November-2019,98036,1962,330,390
19833 8th Ave W,https://www.redfin.com/WA/Lynnwood/19833-8th-Ave-W-98036/home/12490116,November-20-2019,November-2019,98036,2007,225,240
2124 146th Pl SW,https://www.redfin.com/WA/Lynnwood/2124-146th-Pl-SW-98087/home/2897547,November-20-2019,November-2019,98087,2003,248,267
16417 7th Pl W,https://www.redfin.com/WA/Lynnwood/16417-7th-Pl-W-98037/home/2716093,November-20-2019,November-2019,98037,1954,339,407
6131 188th St SW,https://www.redfin.com/WA/Lynnwood/6131-188th-St-SW-98037/home/2652161,November-20-2019,November-2019,98037,1975,279,326
16412 35th Pl W,https://www.redfin.com/WA/Lynnwood/16412-35th-Pl-W-98087/home/165243293,November-21-2019,November-2019,98037,2019,244,247
17219 17th Ave W,https://www.redfin.com/WA/Lynnwood/17219-17th-Ave-W-98037/unit-H/home/2728664,November-21-2019,November-2019,98037,1968,358,412
1905 Vine Rd,https://www.redfin.com/WA/Brier/1905-Vine-Rd-98036/home/2650419,November-21-2019,November-2019,98036,1968,248,302
1723 180th Pl SW,https://www.redfin.com/WA/Lynnwood/1723-180th-Pl-SW-98037/home/2903393,November-22-2019,November-2019,98037,2004,260,278
3915 149th St SW 5,https://www.redfin.com/WA/Lynnwood/3915-149th-St-SW-98087/unit-5/home/177016513,November-22-2019,November-2019,98087,1998,248,272
17804 44th Ave W,https://www.redfin.com/WA/Lynnwood/17804-44th-Ave-W-98037/home/2644825,November-22-2019,November-2019,98037,1952,198,268
7803 200th St SW,https://www.redfin.com/WA/Edmonds/7803-200th-St-SW-98026/home/2551982,November-22-2019,November-2019,98026,1955,353,420
1809 145th St SW,https://www.redfin.com/WA/Lynnwood/1809-145th-St-SW-98087/unit-44/home/40603999,November-25-2019,November-2019,98087,2014,270,278
5328 189th St SW,https://www.redfin.com/WA/Lynnwood/5328-189th-St-SW-98036/home/2668054,November-25-2019,November-2019,98036,1957,236,301
6405 170th Pl SW,https://www.redfin.com/WA/Edmonds/6405-170th-Pl-SW-98026/home/2750077,November-25-2019,November-2019,98026,1962,218,278
1228 141st Pl SW 7,https://www.redfin.com/WA/Lynnwood/1228-141st-Pl-SW-98087/unit-7/home/168666130,November-25-2019,November-2019,98087,2019,261,264
6107 Park Way,https://www.redfin.com/WA/Lynnwood/6107-Park-Way-98036/home/2730416,November-25-2019,November-2019,98036,1955,323,390
1627 (Lot 10) 151st St SW,https://www.redfin.com/WA/Lynnwood/1627-151st-St-SW-98087/unit-10/home/169387255,November-25-2019,November-2019,98087,2019,291,294
914 207th St SW,https://www.redfin.com/WA/Lynnwood/914-207th-St-SW-98036/home/45390184,November-26-2019,November-2019,98036,2012,310,320
20415 54th Ave W,https://www.redfin.com/WA/Lynnwood/20415-54th-Ave-W-98036/home/2697848,November-26-2019,November-2019,98036,1920,204,306
2533 143rd Ln SW,https://www.redfin.com/WA/Lynnwood/2533-143rd-Ln-SW-98087/home/12176508,November-26-2019,November-2019,98087,2008,221,235
20403 S Danvers Rd Unit A,https://www.redfin.com/WA/Lynnwood/20403-S-Danvers-Rd-98036/unit-A/home/169040716,November-27-2019,November-2019,98036,2019,235,238
3903 189th Pl SW,https://www.redfin.com/WA/Lynnwood/3903-189th-Pl-SW-98036/home/167335945,November-27-2019,November-2019,98036,2019,299,302
19326 W 8th Pl,https://www.redfin.com/WA/Lynnwood/19326-8th-Pl-W-98036/home/21500770,December-2-2019,December-2019,98036,2008,252,266
18328 68th Ave W,https://www.redfin.com/WA/Lynnwood/18328-68th-Ave-W-98037/home/2788861,December-2-2019,December-2019,98037,1987,240,275
